Ensembl ID	Uniprot IDs	Length	Symbol
ENSG00000133678	A0A087WZM8_HUMAN H0Y376_HUMAN H0Y4Q8_HUMAN TM254_HUMAN	23328.99999999998	TMEM254
ENSG00000133687	F8VTQ9_HUMAN F8VXU8_HUMAN H0YIB9_HUMAN TMTC1_HUMAN	46147.999999999985	TMTC1
ENSG00000133703	G3V4K2_HUMAN G3V5T7_HUMAN RASK_HUMAN	283919.99999999994	KRAS
ENSG00000133704	A0A087WXH2_HUMAN F5GXT5_HUMAN F5H009_HUMAN F5H244_HUMAN F5H292_HUMAN F5H2I3_HUMAN F5H815_HUMAN H0YH64_HUMAN IPO8_HUMAN	69622.99999999997	IPO8
ENSG00000133706	A0A087WXY1_HUMAN SYLC_HUMAN	66998.99999999996	LARS
ENSG00000133710	E5RFU9_HUMAN E5RG22_HUMAN E7EWP9_HUMAN ISK5_HUMAN	28732.99999999998	SPINK5
ENSG00000133731	E5RG13_HUMAN E5RG94_HUMAN E5RGY4_HUMAN E5RHE9_HUMAN E5RI82_HUMAN E5RIF4_HUMAN E5RIP7_HUMAN H0YBL1_HUMAN IMPA1_HUMAN	111607.00000000009	IMPA1
ENSG00000133739	E5RGA4_HUMAN E5RI08_HUMAN LRCC1_HUMAN	39934.000000000015	LRRCC1
ENSG00000133740	C9JYE9_HUMAN E5RHD4_HUMAN H0YBK0_HUMAN H0YBW8_HUMAN E2F5_HUMAN	38929.99999999997	E2F5
ENSG00000133742	E5RFE7_HUMAN E5RFL2_HUMAN E5RG43_HUMAN E5RG81_HUMAN E5RGU8_HUMAN E5RH81_HUMAN E5RHP7_HUMAN E5RHS7_HUMAN E5RIF9_HUMAN E5RII2_HUMAN E5RJF6_HUMAN E5RJI8_HUMAN H0YBE2_HUMAN CAH1_HUMAN	135124.99999999988	CA1
ENSG00000133773	F8VNY5_HUMAN TAP26_HUMAN	51407.000000000095	CCDC59
ENSG00000133789	E7EMB1_HUMAN E9PJK8_HUMAN E9PJM7_HUMAN H0YDK5_HUMAN SWP70_HUMAN	110615.00000000023	SWAP70
ENSG00000133794	E9PI92_HUMAN E9PKF0_HUMAN E9PKG7_HUMAN E9PKN1_HUMAN E9PL54_HUMAN E9PNI4_HUMAN E9PPV4_HUMAN E9PRB1_HUMAN E9PSD2_HUMAN H0YER9_HUMAN BMAL1_HUMAN	88915.00000000009	ARNTL
ENSG00000133800	E7EPC7_HUMAN F2Z296_HUMAN LYVE1_HUMAN	199266.99999999985	LYVE1
ENSG00000133805	E9PIR5_HUMAN E9PKC5_HUMAN E9PLK6_HUMAN E9PPG2_HUMAN H0YDC3_HUMAN H0YDY8_HUMAN AMPD3_HUMAN	54724.00000000009	AMPD3
ENSG00000133808	E9PRG5_HUMAN MICLK_HUMAN	515540.9999999996	MICALCL
ENSG00000133812	H0Y767_HUMAN H0YD05_HUMAN H0YDZ1_HUMAN MTMRD_HUMAN	83065.0	SBF2
ENSG00000133816	E9PJB0_HUMAN E9PKI3_HUMAN E9PKW5_HUMAN E9PL42_HUMAN E9PNC3_HUMAN E9PRE0_HUMAN MICA2_HUMAN	86580.99999999996	MICAL2
ENSG00000133818	E9PK85_HUMAN E9PQ87_HUMAN E9PQC5_HUMAN E9PQK5_HUMAN RRAS2_HUMAN	169782.00000000032	RRAS2
ENSG00000133835	E7EPL9_HUMAN E7ER27_HUMAN E7ET17_HUMAN E7EWE5_HUMAN G5E9S2_HUMAN DHB4_HUMAN	58254.00000000003	HSD17B4
ENSG00000133858	G3V1X1_HUMAN ZC3H1_HUMAN	184756.9999999999	ZFC3H1
ENSG00000133863	A0A1W2PS94_HUMAN TEX15_HUMAN	20197.000000000015	TEX15
ENSG00000133872	E5RFJ9_HUMAN E5RHW0_HUMAN E5RJG8_HUMAN E5RJV6_HUMAN E5RK07_HUMAN H0YAN9_HUMAN H0YAZ1_HUMAN H0YBH7_HUMAN SARAF_HUMAN	59063.0	SARAF
ENSG00000133874	RN122_HUMAN	8775.000000000002	RNF122
ENSG00000133878	E5RHD0_HUMAN DUS26_HUMAN	19371.0	DUSP26
ENSG00000133884	E9PN04_HUMAN H0YEI1_HUMAN J3KMZ8_HUMAN REQU_HUMAN	7784.999999999998	DPF2
ENSG00000133895	E7EN32_HUMAN E7ENS2_HUMAN E7EPR4_HUMAN E7ET29_HUMAN MEN1_HUMAN Q9GZQ5_HUMAN	19496.000000000004	MEN1
ENSG00000133935	ERG28_HUMAN	2014.9999999999982	ERG28
ENSG00000133937	GSC_HUMAN	11399.000000000002	GSC
ENSG00000133943	A0A0C4DGD4_HUMAN A0A0C4DGD8_HUMAN E5RFT5_HUMAN E5RFZ6_HUMAN E5RGN8_HUMAN E5RGP9_HUMAN E5RHG2_HUMAN E5RIL4_HUMAN E5RIU5_HUMAN E5RJ62_HUMAN E5RJ87_HUMAN E5RJD1_HUMAN E5RJL7_HUMAN E5RK14_HUMAN E5RK56_HUMAN H0YB09_HUMAN H0YB11_HUMAN H0YB62_HUMAN GLUCM_HUMAN	374658.00000000035	DGLUCY
ENSG00000133958	G3V2U4_HUMAN UNC79_HUMAN	165299.99999999985	UNC79
ENSG00000133961	G3V3M5_HUMAN G3V3R1_HUMAN G3V3Z8_HUMAN G3V433_HUMAN G3V4S6_HUMAN NUMB_HUMAN	200011.99999999985	LOC101928143
ENSG00000133962	A0A1B0GXC6_HUMAN G3V2V0_HUMAN G3V352_HUMAN G3V584_HUMAN H0YJA5_HUMAN CTSRB_HUMAN	188536.0000000001	CATSPERB
ENSG00000133980	G3V537_HUMAN VRTN_HUMAN	34651.0000000001	VRTN
ENSG00000133983	G3V2U5_HUMAN COX16_HUMAN	56940.00000000005	COX16
ENSG00000133985	TTC9A_HUMAN	19434.000000000025	TTC9
ENSG00000133997	A0A087WYL7_HUMAN G3V4A5_HUMAN MED6_HUMAN		MED6
ENSG00000134001	G3V4T5_HUMAN H0YJS4_HUMAN IF2A_HUMAN	12657.999999999996	EIF2S1
ENSG00000134007	ADA20_HUMAN	26519.999999999985	ADAM20
ENSG00000134013	E5RFE2_HUMAN E5RFY0_HUMAN E5RHH3_HUMAN E5RI22_HUMAN E5RJL2_HUMAN H0YAP6_HUMAN H0YAR1_HUMAN LOXL2_HUMAN R4GMS2_HUMAN	101484.00000000013	LOXL2
ENSG00000134014	B4DKA4_HUMAN E5RG26_HUMAN E5RHR2_HUMAN E5RHY2_HUMAN E5RIC0_HUMAN E5RIU1_HUMAN E5RIZ7_HUMAN H0YAP7_HUMAN H0YC54_HUMAN ELP3_HUMAN	128139.99999999991	ELP3
ENSG00000134020	E5RIK3_HUMAN PEBP4_HUMAN		PEBP4
ENSG00000134028	E5RK05_HUMAN ADEC1_HUMAN	286750.0000000002	ADAMDEC1
ENSG00000134030	K7EK08_HUMAN K7EPK6_HUMAN K7EQS5_HUMAN K7EQS9_HUMAN CTIF_HUMAN	30283.000000000025	CTIF
ENSG00000134042	K7EKU2_HUMAN K7ELT8_HUMAN K7EPK7_HUMAN MSTRO_HUMAN	324171.9999999999	MRO
ENSG00000134046	J3KSA7_HUMAN MBD2_HUMAN X6RBL6_HUMAN	23540.999999999985	MBD2
ENSG00000134049	A0A1W2PNR9_HUMAN IR3IP_HUMAN	73188.00000000007	IER3IP1
ENSG00000134056	D6R941_HUMAN RT36_HUMAN	11236.00000000001	MRPS36
ENSG00000134057	D6RHI0_HUMAN E9PC90_HUMAN H0Y9U8_HUMAN H0YA62_HUMAN CCNB1_HUMAN	12369.999999999998	CCNB1
ENSG00000134058	D6R9G1_HUMAN D6R9Z2_HUMAN D6RAD4_HUMAN D6REC6_HUMAN D6RF14_HUMAN D6RFL0_HUMAN D6RGG9_HUMAN D6RI01_HUMAN D6RIG9_HUMAN CDK7_HUMAN	17187.00000000001	CDK7
ENSG00000134061	CD180_HUMAN	42635.99999999998	CD180
ENSG00000134070	IRAK2_HUMAN	12650.999999999996	IRAK2
ENSG00000134072	C9JES6_HUMAN F8W6S9_HUMAN H7C071_HUMAN KCC1A_HUMAN	78879.00000000012	CAMK1
ENSG00000134077	C9J9V2_HUMAN C9JP31_HUMAN H7C0R6_HUMAN H7C3J3_HUMAN THUM3_HUMAN	11212.999999999998	THUMPD3
ENSG00000134086	VHL_HUMAN	23949.99999999997	VHL
ENSG00000134107	BHE40_HUMAN	58693.0	BHLHE40
ENSG00000134108	F2Z344_HUMAN F8WAW5_HUMAN ARL8B_HUMAN	6208.000000000004	ARL8B
ENSG00000134109	F8WE67_HUMAN F8WER9_HUMAN EDEM1_HUMAN	311641.99999999994	EDEM1
ENSG00000134115	F8VWS7_HUMAN F8WDQ0_HUMAN CNTN6_HUMAN	32311.99999999998	CNTN6
ENSG00000134121	A0A087X0M8_HUMAN C9J905_HUMAN C9JEY3_HUMAN C9JH37_HUMAN C9JW79_HUMAN F8WEP4_HUMAN H7C0J0_HUMAN NCHL1_HUMAN	212095.99999999983	CHL1
ENSG00000134138	H0YKE5_HUMAN H0YKN2_HUMAN H0YM65_HUMAN H0YMX5_HUMAN MEIS2_HUMAN U3KQ95_HUMAN U3KQI2_HUMAN	212822.00000000012	MEIS2
ENSG00000134146	H0YND7_HUMAN H0YNH5_HUMAN DPH6_HUMAN	69422.99999999984	DPH6
ENSG00000134152	H0YKW3_HUMAN H0YL62_HUMAN H0YLP4_HUMAN H0YLX9_HUMAN H0YMR8_HUMAN H0YNF7_HUMAN H0YNG2_HUMAN H0YNH1_HUMAN H0YNW3_HUMAN KTBL1_HUMAN	328849.0000000001	KATNBL1
ENSG00000134153	H0YDT8_HUMAN H0YDX2_HUMAN EMC7_HUMAN	160212.9999999999	EMC7
ENSG00000134160	A0A0A0MTQ9_HUMAN A0A0A0MTR0_HUMAN H0YKU7_HUMAN H0YM61_HUMAN TRPM1_HUMAN	17932.000000000004	TRPM1
ENSG00000134183	A0A087WZE5_HUMAN GNAT2_HUMAN	21226.00000000005	GNAT2
ENSG00000134184	B9ZVX7_HUMAN E7EWW9_HUMAN H3BQT3_HUMAN H3BRM6_HUMAN GSTM1_HUMAN	16662.999999999985	GSTM1
ENSG00000134186	A0A0A0MRN0_HUMAN PR38B_HUMAN	17643.000000000033	PRPF38B
ENSG00000134193	E9PNV6_HUMAN REG4_HUMAN	9480.999999999995	REG4
ENSG00000134198	B1AKP1_HUMAN B1AKP2_HUMAN TSN2_HUMAN	4486.000000000006	TSPAN2
ENSG00000134200	TSHB_HUMAN	41490.000000000015	TSHB
ENSG00000134201	GSTM5_HUMAN Q5T8Q9_HUMAN Q5T8R1_HUMAN	7107.000000000003	GSTM5
ENSG00000134202	A0A0A0MTN3_HUMAN GSTM3_HUMAN	63174.00000000005	GSTM3
ENSG00000134207	A0A286YEX2_HUMAN SYT6_HUMAN V9GY33_HUMAN V9GYB1_HUMAN V9GYC4_HUMAN V9GYY7_HUMAN	393984.9999999999	SYT6
ENSG00000134215	E9PMJ5_HUMAN H0YCG7_HUMAN H0YDG2_HUMAN VAV3_HUMAN	64629.00000000014	VAV3
ENSG00000134216	E9PLJ2_HUMAN H7BXH6_HUMAN Q5VUV5_HUMAN CHIA_HUMAN	3630.9999999999955	CHIA
ENSG00000134222	Q5T2Z0_HUMAN Q5T2Z1_HUMAN PSRC1_HUMAN S4R3S8_HUMAN	29705.00000000008	PSRC1
ENSG00000134240	HMCS2_HUMAN	57949.000000000044	HMGCS2
ENSG00000134242	A0A0A0MTD9_HUMAN A0A0A0MTE6_HUMAN A0A0B4J1S7_HUMAN E9PM87_HUMAN E9PMK2_HUMAN E9PMT0_HUMAN F5H2S8_HUMAN PTN22_HUMAN	20910.00000000006	PTPN22
ENSG00000134243	A0A0J9YVU2_HUMAN A0A0J9YVX1_HUMAN A0A0J9YX61_HUMAN A0A0J9YY30_HUMAN SORT_HUMAN	63625.00000000004	SORT1
ENSG00000134245	Q5TEH8_HUMAN WNT2B_HUMAN	88383.99999999994	WNT2B
ENSG00000134247	FPRP_HUMAN	6694.000000000004	PTGFRN
ENSG00000134248	A0A0C4DGV4_HUMAN E9PLX3_HUMAN LTOR5_HUMAN R4GMU8_HUMAN	80302.00000000016	LAMTOR5
ENSG00000134249	ADA30_HUMAN	158074.00000000012	ADAM30
ENSG00000134250	A0A1W2PQQ5_HUMAN D2WEZ3_HUMAN NOTC2_HUMAN R4GN02_HUMAN	2963.000000000002	NOTCH2
ENSG00000134253	H0YCA7_HUMAN Q5T2K3_HUMAN TRI45_HUMAN S4R407_HUMAN	45476.00000000001	TRIM45
ENSG00000134255	A0A0C4DGS9_HUMAN CEPT1_HUMAN	11527.999999999995	CEPT1
ENSG00000134256	IGSF2_HUMAN	67373.99999999997	CD101
ENSG00000134258	A0A087X1M4_HUMAN Q5T2L0_HUMAN VTCN1_HUMAN		VTCN1
ENSG00000134259	NGF_HUMAN	10453.999999999998	NGF
ENSG00000134262	B1ALD0_HUMAN B1ALD1_HUMAN B1ALD2_HUMAN B1ALD3_HUMAN AP4B1_HUMAN	52319.00000000015	AP4B1
ENSG00000134265	J3KTJ6_HUMAN J3QKW4_HUMAN J3QS28_HUMAN SNAG_HUMAN	211623.0000000001	NAPG
ENSG00000134278	C9JYR7_HUMAN J3KNG6_HUMAN K7EMJ7_HUMAN K7ENV1_HUMAN K7EQR2_HUMAN SPIR1_HUMAN	26857.000000000076	SPIRE1
ENSG00000134283	B7Z8L1_HUMAN F8VP48_HUMAN F8VPY7_HUMAN F8VRK2_HUMAN F8VWU8_HUMAN F8VXV7_HUMAN F8W0Q9_HUMAN F8W6A0_HUMAN F8WF16_HUMAN PPHLN_HUMAN	4957.000000000003	PPHLN1
ENSG00000134285	E9PAR0_HUMAN F8VU90_HUMAN F8VXK0_HUMAN H0YHM7_HUMAN J3KN11_HUMAN FKB11_HUMAN	221268.99999999994	FKBP11
ENSG00000134287	F5H0C7_HUMAN F5H1V1_HUMAN F5H6T5_HUMAN ARF3_HUMAN	5309.999999999999	ARF3
ENSG00000134291	A0A087WTK1_HUMAN A0A087WYD4_HUMAN C9JUY7_HUMAN F8VVN7_HUMAN F8VWX5_HUMAN F8VZW0_HUMAN F8W001_HUMAN F8W098_HUMAN F8W120_HUMAN H0YHU2_HUMAN H0YIA4_HUMAN T106C_HUMAN	21828.999999999956	TMEM106C
ENSG00000134294	F8VQW8_HUMAN F8VUY8_HUMAN S38A2_HUMAN	47043.00000000002	SLC38A2
ENSG00000134308	E9PG15_HUMAN 1433T_HUMAN	14679.000000000011	YWHAQ
ENSG00000134313	A0A1W2PPB7_HUMAN A0A1W2PPY4_HUMAN E9PH70_HUMAN F8WAY8_HUMAN H0Y8E4_HUMAN H7C584_HUMAN KDIS_HUMAN		KIDINS220
ENSG00000134317	B7Z1S6_HUMAN C9JYY8_HUMAN F8WFB0_HUMAN GRHL1_HUMAN	116550.00000000009	GRHL1
ENSG00000134318	C9JFJ0_HUMAN D6REE7_HUMAN E9PF63_HUMAN ROCK2_HUMAN Q14DU5_HUMAN	32433.999999999967	ROCK2
ENSG00000134321	C9J674_HUMAN RSAD2_HUMAN	168569.99999999994	RSAD2
ENSG00000134323	A0A1W2PPD9_HUMAN MYCN_HUMAN	149814.99999999985	MYCN
ENSG00000134324	A0A0A0MS66_HUMAN C9IYP2_HUMAN C9J278_HUMAN H7C3T1_HUMAN LPIN1_HUMAN	6444.000000000002	LPIN1
ENSG00000134326	CMPK2_HUMAN	22886.00000000001	CMPK2
ENSG00000134330	C9J5J2_HUMAN C9JDY4_HUMAN C9JE02_HUMAN F8WF34_HUMAN H7BXP8_HUMAN H7C5G1_HUMAN IAH1_HUMAN	26065.99999999998	IAH1
ENSG00000134333	F5GWW2_HUMAN F5GXC7_HUMAN F5GXH2_HUMAN F5GXU1_HUMAN F5GXY2_HUMAN F5GYU2_HUMAN F5GZQ4_HUMAN F5H5J4_HUMAN F5H6W8_HUMAN F5H8H6_HUMAN LDHA_HUMAN	9421.000000000002	LDHA
ENSG00000134339	E9PR14_HUMAN G3V1D9_HUMAN SAA2_HUMAN	14038.000000000005	SAA2
ENSG00000134343	E9PKW2_HUMAN E9PQ79_HUMAN ANO3_HUMAN	59899.00000000005	ANO3
ENSG00000134352	D6RH03_HUMAN IL6RB_HUMAN Q5FC02_HUMAN Q5FC05_HUMAN Q5FC07_HUMAN	353690.00000000006	IL6ST
ENSG00000134363	H0YA75_HUMAN H0YAF9_HUMAN FST_HUMAN	68731.99999999997	FST
ENSG00000134365	A0A0C4DH21_HUMAN FHR4_HUMAN V9GYX2_HUMAN	6726.000000000003	CFHR4
ENSG00000134369	A0A0A0MRJ3_HUMAN H0Y6F6_HUMAN H0YA94_HUMAN H7BZD9_HUMAN NAV1_HUMAN		NAV1
ENSG00000134371	A0A1B0GUB2_HUMAN CDC73_HUMAN	204084.99999999983	CDC73
ENSG00000134375	TI17A_HUMAN	210252.00000000047	TIMM17A
ENSG00000134376	A0A075B6G4_HUMAN A0A0C4DG35_HUMAN F5H0L2_HUMAN CRUM1_HUMAN	15171.000000000027	CRB1
ENSG00000134389	FHR5_HUMAN	23175.000000000047	CFHR5
ENSG00000134398	E7ETG2_HUMAN H3BSU1_HUMAN H3BTW8_HUMAN H3BUU2_HUMAN ERN2_HUMAN	32118.999999999978	ERN2
ENSG00000134419	H3BT37_HUMAN H3BV27_HUMAN H3BVC7_HUMAN I3L246_HUMAN I3L303_HUMAN I3L3P7_HUMAN RS15A_HUMAN	7052.000000000003	RPS15A
ENSG00000134438	G3V2C8_HUMAN RX_HUMAN	9088.999999999993	RAX
ENSG00000134440	K7EIU7_HUMAN K7EJ19_HUMAN K7EMQ6_HUMAN K7ENF0_HUMAN K7EPK2_HUMAN K7EQ35_HUMAN SYNC_HUMAN	10607.000000000004	NARS
ENSG00000134443	H0Y5C5_HUMAN H0YCH3_HUMAN GRP_HUMAN	21558.00000000001	GRP
ENSG00000134444	A0A075B768_HUMAN A0A075B785_HUMAN K1468_HUMAN	47392.000000000044	KIAA1468
ENSG00000134452	F6UZG9_HUMAN FBH1_HUMAN	120572.00000000004	FBH1
ENSG00000134453	H0Y6J6_HUMAN Q5W010_HUMAN Q5W011_HUMAN Q5W012_HUMAN SPF45_HUMAN	51636.99999999994	RBM17
ENSG00000134460	H0Y5Z0_HUMAN IL2RA_HUMAN Q5W005_HUMAN Q5W006_HUMAN	28471.000000000062	IL2RA
ENSG00000134461	ANR16_HUMAN	21705.000000000004	ANKRD16
ENSG00000134463	Q5W0J6_HUMAN Q5W0J8_HUMAN ECHD3_HUMAN	28290.000000000022	ECHDC3
ENSG00000134470	A0A0A0MS77_HUMAN E7ETI1_HUMAN E9PQ64_HUMAN H0Y4R3_HUMAN H0Y6E8_HUMAN H0YD11_HUMAN K9N163_HUMAN K9N1J3_HUMAN K9N2Q6_HUMAN K9N2S2_HUMAN I15RA_HUMAN Q5JVA3_HUMAN	21526.000000000004	IL15RA
ENSG00000134480	D6RG18_HUMAN D6RHI7_HUMAN CCNH_HUMAN	34549.00000000001	CCNH
ENSG00000134489	HRH4_HUMAN	240817.99999999985	HRH4
ENSG00000134490	E9PJC2_HUMAN E9PLG4_HUMAN F5GXY7_HUMAN H0YDH1_HUMAN J3QL29_HUMAN J3QR22_HUMAN J3QRE6_HUMAN TM241_HUMAN	19329.000000000007	TMEM241
ENSG00000134504	J3KSG1_HUMAN J3QLL6_HUMAN J3QRK1_HUMAN KCTD1_HUMAN	125904.00000000006	KCTD1
ENSG00000134508	A0A0G2JLG8_HUMAN J3QRY5_HUMAN CABL1_HUMAN V9GYB4_HUMAN	202492.0	CABLES1
ENSG00000134516	E5RFJ0_HUMAN E7ERW7_HUMAN F6S220_HUMAN H0YB76_HUMAN H7C082_HUMAN DOCK2_HUMAN	23224.000000000004	DOCK2
ENSG00000134531	F5GYV0_HUMAN F5H2P5_HUMAN F5H397_HUMAN J3KQX4_HUMAN EMP1_HUMAN	446136.0000000002	EMP1
ENSG00000134532	F5GWL1_HUMAN F5H0I3_HUMAN F5H876_HUMAN G3V0H1_HUMAN I3L0A5_HUMAN SOX5_HUMAN	240893.00000000017	SOX5
ENSG00000134533	F5GWE9_HUMAN F5GYR1_HUMAN F5H252_HUMAN RERG_HUMAN	421532.9999999996	RERG
ENSG00000134538	SO1B1_HUMAN	103543.00000000004	SLCO1B1
ENSG00000134539	E9PCX9_HUMAN F5GX94_HUMAN F5H2B7_HUMAN F6WZH4_HUMAN H0YFB8_HUMAN KLRD1_HUMAN	108044.99999999994	KLRD1
ENSG00000134545	F5GYZ0_HUMAN H0YGB7_HUMAN NKG2A_HUMAN	11071.000000000007	KLRC1
ENSG00000134548	F5GXE5_HUMAN SPXN_HUMAN	12422.000000000007	SPX
ENSG00000134551	PRPC_HUMAN	61774.99999999984	PRH2
ENSG00000134569	E9PNJ5_HUMAN LRP4_HUMAN	3106.0000000000014	LRP4
ENSG00000134571	A0A0A0MQU5_HUMAN A8MXZ9_HUMAN F5GZR4_HUMAN MYPC3_HUMAN	24776.000000000022	MYBPC3
ENSG00000134574	A0A087WTQ7_HUMAN A0A087WV56_HUMAN A0A087WW71_HUMAN A0A087WYT8_HUMAN A0A087X0X5_HUMAN DDB2_HUMAN	21305.999999999996	DDB2
ENSG00000134575	B7Z6U3_HUMAN B7Z7D2_HUMAN E9PHY0_HUMAN E9PKW9_HUMAN E9PP23_HUMAN E9PQW9_HUMAN E9PQY3_HUMAN PPAL_HUMAN	72478.99999999997	ACP2
ENSG00000134588	UBP26_HUMAN	9604.999999999987	USP26
ENSG00000134590	RTL8C_HUMAN	13222.00000000003	RTL8C
ENSG00000134594	RB33A_HUMAN	1181.0000000000002	RAB33A
ENSG00000134595	SOX3_HUMAN	11375.000000000002	SOX3
ENSG00000134597	A0A1W2PP04_HUMAN Q5JY83_HUMAN RBMX2_HUMAN	2131.999999999999	RBMX2
ENSG00000134602	B4E0Y9_HUMAN Q8NBY1_HUMAN STK26_HUMAN	77581.99999999999	STK26
ENSG00000134627	F5GX26_HUMAN F5H116_HUMAN PIWL4_HUMAN	52679.000000000044	PIWIL4
ENSG00000134640	E9PR36_HUMAN H0YDG4_HUMAN MTR1B_HUMAN	134486.00000000006	MTNR1B
ENSG00000134644	E9PL65_HUMAN E9PM68_HUMAN E9PMX1_HUMAN E9PR38_HUMAN H0YC97_HUMAN H0YCK1_HUMAN H0YDC5_HUMAN H0YDK8_HUMAN H0YDQ6_HUMAN H0YED4_HUMAN H0YEH2_HUMAN PUM1_HUMAN Q5T1Z4_HUMAN Q5T1Z8_HUMAN	15346.999999999993	PUM1
ENSG00000134668	E9PKC3_HUMAN E9PMX0_HUMAN E9PPM7_HUMAN E9PQH7_HUMAN H0YF46_HUMAN SPOC1_HUMAN	42917.0	SPOCD1
ENSG00000134684	A0A0C4DGZ5_HUMAN SYYC_HUMAN	25630.000000000015	YARS
ENSG00000134686	A0A0A0MSI2_HUMAN B3KPJ4_HUMAN PHC2_HUMAN	17302.00000000002	PHC2
ENSG00000134690	BOREA_HUMAN	107429.9999999999	CDCA8
ENSG00000134697	H0YG10_HUMAN NOG2_HUMAN	49718.999999999985	GNL2
ENSG00000134698	AGO4_HUMAN	29119.999999999978	AGO4
ENSG00000134709	B1AK95_HUMAN HOOK1_HUMAN	33483.00000000002	HOOK1
ENSG00000134716	CP2J2_HUMAN	61593.00000000015	CYP2J2
ENSG00000134717	E9PL10_HUMAN E9PPC3_HUMAN BT3L4_HUMAN	145206.00000000006	BTF3L4
ENSG00000134744	A0A0C4DFM7_HUMAN E9PJN7_HUMAN E9PKX1_HUMAN E9PKY2_HUMAN E9PQS7_HUMAN E9PRG2_HUMAN H0YCX5_HUMAN H0YDJ1_HUMAN H0YDZ6_HUMAN H0YEE8_HUMAN H0YEY0_HUMAN H0YF28_HUMAN TUT4_HUMAN X6R5G7_HUMAN	34592.00000000001	ZCCHC11
ENSG00000134748	PR38A_HUMAN	43576.000000000015	PRPF38A
ENSG00000134755	DSC2_HUMAN	16275.999999999973	DSC2
ENSG00000134757	DSG3_HUMAN	39706.99999999997	DSG3
ENSG00000134758	J3KRU4_HUMAN J3KSI2_HUMAN J3QKM8_HUMAN J3QLQ3_HUMAN RN138_HUMAN	30907.99999999998	RNF138
ENSG00000134759	F5GWY6_HUMAN F5GX79_HUMAN F5GYE9_HUMAN H0YFW0_HUMAN K7ER35_HUMAN ELP2_HUMAN	38941.000000000015	ELP2
ENSG00000134760	DSG1_HUMAN	51112.99999999996	DSG1
ENSG00000134762	J3QRL9_HUMAN DSC3_HUMAN	33620.99999999999	DSC3
ENSG00000134765	DSC1_HUMAN	52808.00000000005	DSC1
ENSG00000134769	K7EIV1_HUMAN K7EJ84_HUMAN K7EMN1_HUMAN K7ENJ7_HUMAN K7ER73_HUMAN K7ERH7_HUMAN K7ERZ2_HUMAN K7ESB2_HUMAN M0QZ28_HUMAN M0R021_HUMAN M0R0C4_HUMAN DTNA_HUMAN	482341.99999999953	DTNA
ENSG00000134775	A0A0A0MTS9_HUMAN K7EKZ0_HUMAN K7EP24_HUMAN K7ER94_HUMAN FHOD3_HUMAN	398554.9999999997	FHOD3
ENSG00000134779	A0A087WUC8_HUMAN A0A087WV06_HUMAN A0A087WZ07_HUMAN A0A087X0Q8_HUMAN A0A087X1R7_HUMAN K7EJA6_HUMAN K7EK44_HUMAN K7EKC0_HUMAN K7ELA6_HUMAN K7EN50_HUMAN K7ENZ9_HUMAN K7EP30_HUMAN K7ERK3_HUMAN TPGS2_HUMAN	66569.00000000006	TPGS2
ENSG00000134780	F5GY58_HUMAN DGLA_HUMAN	51570.00000000002	DAGLA
ENSG00000134802	E9PJL1_HUMAN E9PJL3_HUMAN E9PJT6_HUMAN E9PKW3_HUMAN E9PL23_HUMAN E9PLF2_HUMAN E9PLP1_HUMAN E9PLW1_HUMAN E9PMZ1_HUMAN E9PNM4_HUMAN E9PPE4_HUMAN E9PR64_HUMAN E9PR94_HUMAN E9PS74_HUMAN E9PSH9_HUMAN H0YD64_HUMAN S43A3_HUMAN	2341.0	SLC43A3
ENSG00000134809	TIM10_HUMAN	20627.00000000001	TIMM10
ENSG00000134812	E9PM21_HUMAN IF_HUMAN	33424.00000000003	GIF
ENSG00000134815	H7C504_HUMAN DHX34_HUMAN	16233.99999999999	DHX34
ENSG00000134817	APJ_HUMAN	74375.0	APLNR
ENSG00000134824	E5RGD8_HUMAN E5RGZ5_HUMAN E5RHL3_HUMAN F5GZ92_HUMAN F5GZU2_HUMAN F5H622_HUMAN FADS2_HUMAN	3737.999999999995	FADS2
ENSG00000134825	F5GWH5_HUMAN F5H7Z5_HUMAN TM258_HUMAN		TMEM258
ENSG00000134827	TCO1_HUMAN		TCN1
ENSG00000134830	C5AR2_HUMAN	57440.99999999997	C5AR2
ENSG00000134851	D6RBL0_HUMAN D6RD79_HUMAN TM165_HUMAN V9GY93_HUMAN V9GYC8_HUMAN	15180.999999999989	TMEM165
ENSG00000134852	C9JK03_HUMAN CLOCK_HUMAN	69151.00000000009	CLOCK
ENSG00000134853	D6RDX0_HUMAN D6RG11_HUMAN D6RIG5_HUMAN D6RJH0_HUMAN PGFRA_HUMAN	119236.00000000004	PDGFRA
ENSG00000134864	M0R0M3_HUMAN M0R217_HUMAN GGACT_HUMAN	207215.99999999985	GGACT
ENSG00000134871	A0A087WY39_HUMAN A2A352_HUMAN CO4A2_HUMAN	59365.000000000065	COL4A2
ENSG00000134873	CLD10_HUMAN Q5W075_HUMAN	66502.0	CLDN10
ENSG00000134874	DZIP1_HUMAN	146156.00000000012	DZIP1
ENSG00000134882	A0A087WXT1_HUMAN Q5JUH4_HUMAN UBAC2_HUMAN X6R5E5_HUMAN	26492.000000000015	UBAC2
ENSG00000134884	Q5T256_HUMAN ARGL1_HUMAN X6R9F1_HUMAN	185660.99999999983	ARGLU1
ENSG00000134897	BIVM_HUMAN	31158.000000000004	BIVM
