name,type,path,lines,code_blocks,metadata,structure,code_quality,content_depth,uniqueness,total,grade,recommendation,duplicate_of,issues
bio-applied-genetic-engineering-in-silico,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-genetic-engineering-in-silico/SKILL.md,368,12,13,6,14,18,15,66,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-mixomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-mixomics/SKILL.md,338,10,11,8,14,18,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-mofa2,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-mofa2/SKILL.md,372,16,11,8,14,18,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-numerical-methods-for-bioinformatics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-numerical-methods-for-bioinformatics/SKILL.md,320,12,13,6,14,18,15,66,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-sc-integration,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-sc-integration/SKILL.md,260,6,11,11,14,15,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
bio-applied-wgbs-bismark,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-wgbs-bismark/SKILL.md,291,14,11,8,14,18,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
genomics-to-structure-triage,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/genomics-to-structure-triage.md,72,6,11,10,13,17,15,66,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|no_prerequisites|no_goal_approach|untagged_code_blocks
python-bio-file-operations,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-file-operations/SKILL.md,407,38,11,6,14,20,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-operators,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-operators/SKILL.md,418,42,11,6,14,20,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|untagged_code_blocks
python-bio-pandas,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-pandas/SKILL.md,411,50,13,6,14,18,15,66,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-sets,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-sets/SKILL.md,385,28,13,6,14,18,15,66,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-tuples,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-tuples/SKILL.md,380,36,13,6,14,18,15,66,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
ai-science-alphafold-protein-design,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-alphafold-protein-design/SKILL.md,237,10,11,11,13,17,15,67,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
ai-science-llm-training-systems,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-llm-training-systems/SKILL.md,237,18,11,11,13,17,15,67,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
ai-science-zero-shot-mutation,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-zero-shot-mutation/SKILL.md,204,14,11,11,13,17,15,67,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
bio-applied-advanced-ngs,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-advanced-ngs/SKILL.md,361,10,13,6,17,16,15,67,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|untagged_code_blocks
bio-applied-machine-learning-for-biology,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-machine-learning-for-biology/SKILL.md,364,18,13,5,14,20,15,67,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-spatial-transcriptomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-spatial-transcriptomics/SKILL.md,211,18,13,10,11,18,15,67,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
chipseq-epigenomics,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/chipseq-epigenomics.md,185,18,11,8,14,19,15,67,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
generative-imaging,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/generative-imaging.md,150,12,9,10,14,19,15,67,C,FIX_MAJOR,,bad_description|no_tool_type|no_primary_tool|no_version_compat|flat_format|no_prerequisites|no_goal_approach|untagged_code_blocks
linux-git-bash,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/linux-git-bash.md,397,44,11,8,13,20,15,67,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
python-bio-comprehensions,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-comprehensions/SKILL.md,391,46,13,6,13,20,15,67,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
structural-bioinformatics,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/structural-bioinformatics.md,390,40,11,8,13,20,15,67,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
algo-bfs-dfs,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-bfs-dfs/SKILL.md,284,16,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-graph-representations,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-graph-representations/SKILL.md,443,32,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-intro-memoization,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-intro-memoization/SKILL.md,348,24,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-knapsack,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-knapsack/SKILL.md,315,16,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-tabulation,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-tabulation/SKILL.md,321,14,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-clinical-genomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-clinical-genomics/SKILL.md,289,8,13,8,14,18,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-copy-number-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-copy-number-analysis/SKILL.md,308,16,13,8,14,18,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-gwas,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-gwas/SKILL.md,296,18,11,10,14,18,15,68,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-microbial-diversity,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-microbial-diversity/SKILL.md,321,12,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-mirna-seq-pipeline,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-mirna-seq-pipeline/SKILL.md,314,14,11,8,14,20,15,68,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-promoter,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-promoter/SKILL.md,325,14,11,10,14,18,15,68,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_goal_approach|untagged_code_blocks
bio-applied-rna-seq-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-rna-seq-analysis/SKILL.md,371,16,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-testing-cicd,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-testing-cicd/SKILL.md,482,16,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-tf-footprinting,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-tf-footprinting/SKILL.md,319,10,11,8,14,20,15,68,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-variant-calling-and-snp-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-variant-calling-and-snp-analysis/SKILL.md,373,14,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-vdj-biology,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-vdj-biology/SKILL.md,299,8,11,8,14,20,15,68,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-workflow-engines,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-workflow-engines/SKILL.md,428,30,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-blast-searching,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-blast-searching/SKILL.md,312,12,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-chromatogram-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-chromatogram-analysis/SKILL.md,367,16,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-computational-genetics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-computational-genetics/SKILL.md,326,14,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-domains,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-domains/SKILL.md,372,16,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-motif-discovery,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-motif-discovery/SKILL.md,308,12,11,8,14,20,15,68,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-nucleic-acid-structure,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-nucleic-acid-structure/SKILL.md,299,12,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-pairwise-sequence-alignment,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-pairwise-sequence-alignment/SKILL.md,325,14,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-pathways,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-pathways/SKILL.md,333,12,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-phylogenetics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-phylogenetics/SKILL.md,353,12,13,9,14,17,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
bio-core-protein-structure,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-protein-structure/SKILL.md,355,20,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
cheminformatics-drug-discovery,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/cheminformatics-drug-discovery.md,254,18,11,8,14,20,15,68,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
foundations-character-encodings,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-character-encodings/SKILL.md,323,22,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
metagenomics-shotgun,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/metagenomics-shotgun.md,272,22,11,8,14,20,15,68,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
network-biology,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/network-biology.md,231,18,11,8,14,20,15,68,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
python-advanced-sql,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-advanced-sql.md,398,24,11,8,14,20,15,68,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
python-bio-context-managers,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-context-managers/SKILL.md,463,28,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-data-wrangling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-data-wrangling/SKILL.md,407,48,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-expressions,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-expressions/SKILL.md,425,44,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|untagged_code_blocks
python-bio-regular-expressions,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-regular-expressions/SKILL.md,425,56,13,6,14,20,15,68,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-collections-regex,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-collections-regex.md,325,26,11,8,14,20,15,68,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
python-core-bio,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-core-bio.md,344,48,11,8,14,20,15,68,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
string-algorithms,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/string-algorithms.md,244,18,11,8,14,20,15,68,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
ai-science-epigenomic-sequence-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-epigenomic-sequence-models/SKILL.md,137,8,11,11,13,19,15,69,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
ai-science-genomic-llms,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-genomic-llms/SKILL.md,199,12,11,11,13,19,15,69,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
ai-science-variant-to-structure-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-variant-to-structure-models/SKILL.md,172,10,11,11,13,19,15,69,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
bio-applied-ngs-fundamentals,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-ngs-fundamentals/SKILL.md,383,18,13,9,14,18,15,69,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
graphs-dynamic-programming,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/graphs-dynamic-programming.md,309,22,11,10,13,20,15,69,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|no_prerequisites|no_goal_approach|untagged_code_blocks
linear-tree-hash-structures,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/linear-tree-hash-structures.md,268,16,11,10,13,20,15,69,C,FIX_MAJOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|no_prerequisites|no_goal_approach|untagged_code_blocks
ai-science-esm2-embeddings,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-esm2-embeddings/SKILL.md,242,12,11,11,13,20,15,70,B,FIX_MINOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
ai-science-geneformer-scgpt,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-geneformer-scgpt/SKILL.md,206,8,11,11,13,20,15,70,B,FIX_MINOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
bio-applied-regulatory-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-regulatory-analysis/SKILL.md,323,14,13,10,14,18,15,70,B,FIX_MINOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_goal_approach|untagged_code_blocks
bio-applied-scrna-preprocessing,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-scrna-preprocessing/SKILL.md,263,8,11,11,13,20,15,70,B,FIX_MINOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
bio-applied-snp-calling-pipeline,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-snp-calling-pipeline/SKILL.md,363,12,13,8,14,20,15,70,B,FIX_MINOR,,no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-biological-databases,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-biological-databases/SKILL.md,369,24,13,8,14,20,15,70,B,FIX_MINOR,,no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
ai-science-diffusion-generative-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-diffusion-generative-models/SKILL.md,310,10,11,11,14,20,15,71,B,FIX_MINOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
ai-science-llm-finetuning,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-llm-finetuning/SKILL.md,328,16,11,11,14,20,15,71,B,FIX_MINOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
ai-science-vision-rag,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-vision-rag/SKILL.md,297,12,11,11,14,20,15,71,B,FIX_MINOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
algo-linear-binary-search,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-linear-binary-search/SKILL.md,538,26,13,11,14,18,15,71,B,FIX_MINOR,,no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
python-bio-control-flow,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-control-flow/SKILL.md,445,44,11,11,14,20,15,71,B,FIX_MINOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
advanced-string-structures,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/advanced-string-structures.md,269,8,11,12,14,20,15,72,B,FIX_MINOR,,no_tool_type|no_primary_tool|no_version_compat|flat_format|no_goal_approach|untagged_code_blocks
